,name,artist,album_name,album_image_url,album_release_date,duration_ms,explicit,popularity,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_followers,artist_genres,artist_popularity,track_id
807,I'm a Slave 4 U,Britney Spears,Britney (Digital Deluxe Version),https://i.scdn.co/image/ab67616d0000b273e1a4e01cb7a1ecff468bbead,2001-10-31,203600,False,69,https://p.scdn.co/mp3-preview/b6cfd276763da64a89c73196257a091eb0a331a5?cid=d3c4d26f750f45daa2434a1585745291,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,4,9682666,"['dance pop', 'pop', 'post-teen pop']",81,6ldwfK0yWgTAlmIfuQkTYN
808,By Your Side,Sade,Lovers Rock,https://i.scdn.co/image/ab67616d0000b273ab1c2947e5dbceb4489700a5,2000-01-11,274933,False,0,,0.653,0.429,11,-10.475,1,0.0296,0.0848,0.0038,0.0692,0.625,146.071,4,2554213,"['british soul', 'neo soul', 'sophisti-pop']",70,4jsdqalaKwDTdPGLvps128
809,Day 'N' Nite (Nightmare),Kid Cudi,Man On The Moon: The End Of Day (Int'l Version),https://i.scdn.co/image/ab67616d0000b273713f297a7bdc1d48971062b2,2009-01-01,221240,False,72,https://p.scdn.co/mp3-preview/311c1b602c5a091d8d4c7511384f546ffa28289f?cid=d3c4d26f750f45daa2434a1585745291,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,4,5113809,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",84,60PAzFNW3vAiAiVK6DRJfB
810,Shut Up And Drive,Rihanna,Good Girl Gone Bad: Reloaded,https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98,2008-06-02,212280,False,68,https://p.scdn.co/mp3-preview/9d69b5b3277200c771519506f4b1ed4faf141abb?cid=d3c4d26f750f45daa2434a1585745291,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,4,44907443,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']",89,4Tn2llBm1g0UlWctmgPL8Z
811,Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],https://i.scdn.co/image/ab67616d0000b2730bd44f5ff9ecc99f7770acc5,2009-01-01,284373,False,70,https://p.scdn.co/mp3-preview/bd51ad1fbecc358cdfc5bf0a9e526b9f71fd1fdd?cid=d3c4d26f750f45daa2434a1585745291,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,4,6078441,"['dance pop', 'pop']",82,3F9ByoUqu31xU0I3G5xfVg
812,Little L,Jamiroquai,A Funk Odyssey,https://i.scdn.co/image/ab67616d0000b2736671e841210d4a9a91920144,2001-09-03,295400,False,0,,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,4,1794267,['dance pop'],68,5sS4g0adkAUXvLJHQ1i2kj
813,Can't Get You out of My Head,Kylie Minogue,Fever,https://i.scdn.co/image/ab67616d0000b2735d6121285c42ea4535e59048,2001-10-01,230640,False,73,https://p.scdn.co/mp3-preview/8698fb43a16503ad290e738649a19d1663b9cbc6?cid=d3c4d26f750f45daa2434a1585745291,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,4,1352559,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",71,3E7ZwUMJFqpsDOJzEkBrQ7
814,Promiscuous,Nelly Furtado,Loose,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,2006-01-01,242293,False,81,https://p.scdn.co/mp3-preview/5c5e086bd27fa0c6c38f760ca83493cbdf9d0c6c?cid=d3c4d26f750f45daa2434a1585745291,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4,2755361,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",76,2gam98EZKrF9XuOkU13ApN
815,Intro,The xx,xx,https://i.scdn.co/image/ab67616d0000b273055437bf35e8ba027bed0882,2009-08-16,127920,False,3,,0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,4,3749477,"['downtempo', 'dream pop', 'indietronica']",68,0bXpmJyHHYPk6QBFj25bYF
816,Save Room,John Legend,Once Again,https://i.scdn.co/image/ab67616d0000b27364057b17948fa0b63f3f4767,2006-10-24,235666,False,62,https://p.scdn.co/mp3-preview/0a2db5ed05683bb9c1bf2f873d10d6f7b989e11a?cid=d3c4d26f750f45daa2434a1585745291,0.69,0.572,7,-6.131,1,0.0264,0.0451,0.0,0.0969,0.375,111.92,4,5887803,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",80,3sTc75CCyIw4FPs6cXkOe7
817,Glamorous,Fergie,The Dutchess,https://i.scdn.co/image/ab67616d0000b273cd6e744e8eef1e97b80c5771,2006-01-01,246573,True,69,https://p.scdn.co/mp3-preview/675f340144c849fe10de0ebb37d29a69972ca135?cid=d3c4d26f750f45daa2434a1585745291,0.81,0.755,0,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,4,4622936,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",71,4KTtYhxFtFL7mBwnjkKfLm
818,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1,2006,233733,False,73,https://p.scdn.co/mp3-preview/9ee3171aed16f55fb6425ccd2d90c717daa48e91?cid=d3c4d26f750f45daa2434a1585745291,0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574,4,7409175,"['british soul', 'indie r&b', 'neo soul']",76,6nLvaCZFR1wEzW3sIKpsnr
819,Teenage Dirtbag,Wheatus,Wheatus,https://i.scdn.co/image/ab67616d0000b2730a3740efa638f10f14fabc46,1999-02-15,241666,True,71,https://p.scdn.co/mp3-preview/7e909315e9cc08a71ed050493796e88a93b56984?cid=d3c4d26f750f45daa2434a1585745291,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,4,106941,[],61,25FTMokYEbEWHEdss5JLZS
820,Don't Know Why,Norah Jones,Come Away With Me,https://i.scdn.co/image/ab67616d0000b2737862811f80ae629373954f0d,2002-02-26,186146,False,71,https://p.scdn.co/mp3-preview/5b11f2fe64d28b59cacbf585ca59bff0f55f9298?cid=d3c4d26f750f45daa2434a1585745291,0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174,4,2636188,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",72,6ybViy2qrO9sIi41EgRJgx
821,Naive,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000b27363a28c5ecb7b13e9b329fe47,2006-01-01,203506,False,73,https://p.scdn.co/mp3-preview/32fed88eeb9ec47766d4307d29d19d8d5958ad70?cid=d3c4d26f750f45daa2434a1585745291,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,4,2155819,"['brighton indie', 'modern rock', 'rock']",70,7BHPGtpuuWWsvE7cCaMuEU
822,All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),https://i.scdn.co/image/ab67616d0000b273c89e1e4a35aadce919f33dac,2002,214440,True,0,,0.604,0.831,5,-5.72,0,0.0387,0.0359,0.00854,0.105,0.447,89.994,4,616130,"['dance pop', 'girl group']",65,6tBdTwcyyGq1HU3PXgZK82
823,You've Got The Love,Florence + The Machine,Lungs (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273003f81b1f4246362638e682d,2009,168666,False,70,https://p.scdn.co/mp3-preview/7282bbad0d3c093fb4f74b8e086c2e55b125f1c6?cid=d3c4d26f750f45daa2434a1585745291,0.574,0.694,6,-4.697,1,0.0327,0.00481,0.0,0.102,0.401,109.85,4,5661688,"['baroque pop', 'pop', 'uk alternative pop']",75,244AvzGQ4Ksa5637JQu5Gy
824,I Miss You,blink-182,blink-182,https://i.scdn.co/image/ab67616d0000b2730538b48c180256e0bdd8363f,2003-11-01,227250,False,72,https://p.scdn.co/mp3-preview/1c736c39b560f1ad7a6c1358ee61758bbf92a078?cid=d3c4d26f750f45daa2434a1585745291,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,4,6664193,"['pop punk', 'punk', 'socal pop punk']",78,1AdYZ6X00nXmO613Y7GJOl
825,The Funeral,Band of Horses,Everything All The Time,https://i.scdn.co/image/ab67616d0000b27316f55490f35f318dad8b0619,2006-03-21,322173,False,3,,0.318,0.76,0,-6.115,0,0.0435,0.016,0.0,0.102,0.104,122.414,4,892455,"['indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",61,27IZXTdeGYjU6m5lTyDpmr
826,You Know I'm No Good,Amy Winehouse,Back To Black (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1,2006,257186,False,71,https://p.scdn.co/mp3-preview/470ab43b2f2e1833361bc1b0802e2cd0109f82f9?cid=d3c4d26f750f45daa2434a1585745291,0.694,0.496,9,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,4,7409175,"['british soul', 'indie r&b', 'neo soul']",76,0DMRKqrpd0QO4RWiEdMib0
827,Moving Too Fast - Radio Edit,Artful Dodger,Movin' Too Fast (Ultimate Collection),https://i.scdn.co/image/ab67616d0000b273021ac8286f2c14e6302d02f0,2012-06-11,238093,False,56,https://p.scdn.co/mp3-preview/85e9e8c40872fb8f367db4a7a466ce4207b699ac?cid=d3c4d26f750f45daa2434a1585745291,0.844,0.506,11,-11.082,0,0.0453,0.0878,1.65e-05,0.0323,0.515,127.099,4,46486,['uk garage'],48,4FLFm76nwepkcxzqS8PzH4
828,Murder On The Dancefloor,Sophie Ellis-Bextor,Read My Lips,https://i.scdn.co/image/ab67616d0000b2735c220c68056493c213084d0a,2002-01-01,230013,False,61,https://p.scdn.co/mp3-preview/d7cefcc830aee25a696765e9049a16cacae64681?cid=d3c4d26f750f45daa2434a1585745291,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,4,317151,"['dance pop', 'disco house', 'europop', 'new wave pop']",59,2Za2mUwmQoSxWPscaY2vxl
829,Dancing in the Moonlight,Toploader,Onka's Big Moka,https://i.scdn.co/image/ab67616d0000b273e16a6534cd5a968a5b725d03,2000,232693,False,74,https://p.scdn.co/mp3-preview/4c46768b96d70fafb4492968f256f75bfe226707?cid=d3c4d26f750f45daa2434a1585745291,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,64318,['british alternative rock'],63,3Fzlg5r1IjhLk2qRw667od
830,Wish I Didn't Miss You,Angie Stone,Mahogany Soul,https://i.scdn.co/image/ab67616d0000b2735dee330121693d5b21e7fe4b,2001-10-16,270893,False,63,https://p.scdn.co/mp3-preview/e51c58c704e78c9a603079edd2fc51fb340f0686?cid=d3c4d26f750f45daa2434a1585745291,0.856,0.755,10,-5.691,1,0.0331,0.355,0.000621,0.145,0.842,123.883,4,519741,"['neo soul', 'r&b', 'urban contemporary']",55,3tZm76otWH20xzJC7icHCk
831,All For You,Janet Jackson,All For You,https://i.scdn.co/image/ab67616d0000b27312da16fd0dec009d45f7dca3,2001-01-01,329933,False,64,https://p.scdn.co/mp3-preview/d05957d50fbcada17aaeebb1106daf1d2fee1cbb?cid=d3c4d26f750f45daa2434a1585745291,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,3,2695120,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",68,5X8kkUaUlAyAUr9TYqDFTH
832,No One Knows,Queens of the Stone Age,Songs For The Deaf,https://i.scdn.co/image/ab67616d0000b2739eec33b045d88f87b9b06e67,2002-01-01,278746,False,70,https://p.scdn.co/mp3-preview/0b411b03ea66b6edf136f95cc2950034ddede3e1?cid=d3c4d26f750f45daa2434a1585745291,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,4,2781123,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",70,6y20BV5L33R8YXM0YuI38N
833,Stan,Eminem,The Marshall Mathers LP,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,2000-05-23,404106,True,79,https://p.scdn.co/mp3-preview/bf13d42615a883ac55907ff694c267b2494a2376?cid=d3c4d26f750f45daa2434a1585745291,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4,47939518,"['detroit hip hop', 'hip hop', 'rap']",91,3UmaczJpikHgJFyBTAJVoz
834,Yellow,Coldplay,Parachutes,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,2000-07-10,266773,False,84,https://p.scdn.co/mp3-preview/26ad91af2f13c2b7729cbc70856ce43f4c790a7b?cid=d3c4d26f750f45daa2434a1585745291,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,31766483,"['permanent wave', 'pop']",87,3AJwUDP919kvQ9QcozQPxg
835,Come Away With Me,Norah Jones,Come Away With Me,https://i.scdn.co/image/ab67616d0000b2737862811f80ae629373954f0d,2002-02-26,198146,False,69,https://p.scdn.co/mp3-preview/3332bcd2ead2956ed84238dd0e77cc2196ddb381?cid=d3c4d26f750f45daa2434a1585745291,0.363,0.129,0,-14.304,1,0.0322,0.904,1.52e-06,0.157,0.147,80.367,3,2636188,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",72,0Cvjlph1WGbwZY1PlMEtJY
836,Clint Eastwood,Gorillaz,Gorillaz,https://i.scdn.co/image/ab67616d0000b2734641fc5389546746bb52e8b0,2001-03-26,340920,True,74,https://p.scdn.co/mp3-preview/20e27bbc6c7dd769fc5245d2ef6da78e2ad99549?cid=d3c4d26f750f45daa2434a1585745291,0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964,4,7525453,['alternative hip hop'],81,1RKUoGiLEbcXN4GY4spQDx
837,I'm Like A Bird,Nelly Furtado,"Whoa, Nelly! (Special Edition)",https://i.scdn.co/image/ab67616d0000b27335d2e2896ba7cf1e76069404,2008-01-01,243160,False,0,,0.622,0.616,10,-5.107,1,0.0349,0.147,3.87e-06,0.218,0.598,89.673,4,2755361,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",76,2ze7s5CrESggiWA3RpDYIy
838,I Believe in a Thing Called Love,The Darkness,Permission to Land,https://i.scdn.co/image/ab67616d0000b273cfc0369fca487d12600962ec,2003-07-07,217653,False,68,https://p.scdn.co/mp3-preview/b98e998e3ba85b486abd53fe2a12b3138db5ab2a?cid=d3c4d26f750f45daa2434a1585745291,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4,329638,"['glam metal', 'hard rock', 'rock']",57,756CJtQRFSxEx9jV4P9hpA
839,Warwick Avenue,Duffy,Rockferry,https://i.scdn.co/image/ab67616d0000b273618eb90c1c10d299e51f3822,2008,226386,False,65,https://p.scdn.co/mp3-preview/588495286d898f858dcd73b08361f226c1d7bb46?cid=d3c4d26f750f45daa2434a1585745291,0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,4,821470,"['british soul', 'dance pop']",60,3K4r00KlXytLJDfuytngmx
840,SOS,Rihanna,A Girl Like Me,https://i.scdn.co/image/ab67616d0000b27376b2e6f614942354209793c0,2006-04-10,238920,False,55,https://p.scdn.co/mp3-preview/1bbdd82d6924371cedd783abed5309b2b8ee7642?cid=d3c4d26f750f45daa2434a1585745291,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4,44907443,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']",89,3sBmTwwsCwty2RNjOOvRVu
841,Rock Your Body,Justin Timberlake,Justified,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,2002-11-04,267266,False,74,https://p.scdn.co/mp3-preview/8899cd63cef48d074876eed060e6582ffcc78a79?cid=d3c4d26f750f45daa2434a1585745291,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,4,11204282,"['dance pop', 'pop']",80,1AWQoqb9bSvzTjaLralEkT
842,Mr. Brightside,The Killers,Hot Fuss,https://i.scdn.co/image/ab67616d0000b273797febe9f06dd027b67a3e64,2004-06-15,222075,False,0,,0.351,0.928,1,-3.71,1,0.0759,0.00113,0.0,0.0988,0.239,148.03,4,6199976,"['dance rock', 'modern rock', 'permanent wave', 'rock']",79,0eGsygTp906u18L0Oimnem
843,Don't Mess With My Man,Lucy Pearl,Lucy Pearl,https://i.scdn.co/image/ab67616d0000b2737faa4455bdba540c4599ed6c,2000,217666,False,63,https://p.scdn.co/mp3-preview/242620af1be36eed016311af0e6a78f4f27f11c5?cid=d3c4d26f750f45daa2434a1585745291,0.904,0.655,6,-5.102,0,0.087,0.111,0.000167,0.0779,0.83,106.005,4,129857,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",52,2J2hVpwVV25EK8Bvd3OgCK
844,Starlight,Muse,Black Holes and Revelations,https://i.scdn.co/image/ab67616d0000b27328933b808bfb4cbbd0385400,2006-06-19,240213,False,71,https://p.scdn.co/mp3-preview/f7a1b8a270f310e43ced2720c9af5f29f6476b79?cid=d3c4d26f750f45daa2434a1585745291,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,4,6638001,"['modern rock', 'permanent wave', 'rock']",77,3skn2lauGk7Dx6bVIt5DVj
845,Back To Black,Amy Winehouse,Back To Black (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1,2006,241293,True,74,https://p.scdn.co/mp3-preview/00147b4a4dcda7109caca50dee60ae15fd240c0a?cid=d3c4d26f750f45daa2434a1585745291,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4,7409175,"['british soul', 'indie r&b', 'neo soul']",76,3FAclTFfvUuQYnEsptbK8w
846,Nine Million Bicycles,Katie Melua,Piece By Piece,https://i.scdn.co/image/ab67616d0000b273b616a9977da08ad983dc84cf,2005,195453,False,30,https://p.scdn.co/mp3-preview/b4d47e269a4f18d3326b1e4bd0cc01e4ca985866?cid=d3c4d26f750f45daa2434a1585745291,0.566,0.266,0,-14.71,1,0.0302,0.553,0.0103,0.126,0.345,82.079,4,427960,"['uk pop', 'vocal jazz']",60,258WCBHPsUHZvyBJcY2LCw
847,Sing,Travis,The Invisible Band,https://i.scdn.co/image/ab67616d0000b27388aafc348b0d4eeec933fa2b,2001,228800,False,0,,0.334,0.897,4,-4.989,1,0.0435,0.000265,1.22e-05,0.0583,0.298,163.349,4,856122,"['britpop', 'neo mellow', 'pop rock', 'rock']",62,6GGNvvTFhTjYmM72KWrz1E
848,Beautiful,Snoop Dogg,The Best Of Snoop Dogg,https://i.scdn.co/image/ab67616d0000b273616e1083a3de098f82352019,2005-01-01,299146,True,64,https://p.scdn.co/mp3-preview/7ff21eea6953672509302bbc2bf5b5965568830c?cid=d3c4d26f750f45daa2434a1585745291,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,4,7234203,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",83,4675yUu8AUbE72T94BkLCD
849,California - Tchad Blake Mix,Phantom Planet,The Guest,https://i.scdn.co/image/ab67616d0000b273c97fb28f10e9a9ec4618e22c,2002,193933,False,63,https://p.scdn.co/mp3-preview/96c7c74744d68d9895cbcef6245365558f3103a2?cid=d3c4d26f750f45daa2434a1585745291,0.4,0.805,4,-7.305,1,0.0407,0.0387,5.4e-05,0.109,0.324,158.459,4,78978,[],51,497Fkp3gRiGrRMoqBTDudr
850,Hey Ya! - Radio Mix / Club Mix,Outkast,Speakerboxxx/The Love Below,https://i.scdn.co/image/ab67616d0000b273b21b359f2d9cb74092780da6,2003-09-23,235213,False,0,,0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505,4,1754289,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']",76,5WQ1hIc5d2EVbRQ8qsj8Uh
851,White Flag,Dido,Life For Rent,https://i.scdn.co/image/ab67616d0000b273d41b79f27ef8d8df5a191219,2003,240040,False,67,https://p.scdn.co/mp3-preview/dc29fe815d539f9454275a91576feac4852596f3?cid=d3c4d26f750f45daa2434a1585745291,0.509,0.537,5,-6.834,1,0.0384,0.347,7.29e-06,0.0805,0.311,170.03,4,1230917,"['dance pop', 'new wave pop', 'pop rock']",71,6si71supnBUhddjR2FJc2L
852,Superstar (feat. Matthew Santos),Lupe Fiasco,Lupe Fiasco's The Cool,https://i.scdn.co/image/ab67616d0000b273c3244d303444a43b933b9bf4,2007-01-01,289000,False,63,https://p.scdn.co/mp3-preview/8b4626a280794b4558350934eeab4ea0c5bef927?cid=d3c4d26f750f45daa2434a1585745291,0.572,0.822,11,-6.015,0,0.361,0.207,0.0,0.359,0.472,94.812,4,1645515,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",69,7dltD9eEX7X1zk8JJ9BS0e
853,Hate It Or Love It,The Game,The Documentary,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d,2005,206400,True,74,https://p.scdn.co/mp3-preview/24b4431b9440f88903e0322017ae3b4252aa9dd3?cid=d3c4d26f750f45daa2434a1585745291,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,4,3655735,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,2wGSgTmgSF3xjRrHkTc25R
854,"Harder, Better, Faster, Stronger",Daft Punk,Discovery,https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2,2001-03-12,224693,False,71,https://p.scdn.co/mp3-preview/a742fa1962d60094bf86dbcbf6b66d463f67fea9?cid=d3c4d26f750f45daa2434a1585745291,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,4,8206246,"['electro', 'filter house']",80,5W3cjX2J3tjhG8zb6u0qHn
855,Everywhere,Michelle Branch,The Spirit Room,https://i.scdn.co/image/ab67616d0000b27311e62b6d4e56b060aa71e09d,2001-07-31,214826,False,66,https://p.scdn.co/mp3-preview/020e04b331b6ada13496304889a4a2ca0fb8aa6c?cid=d3c4d26f750f45daa2434a1585745291,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,4,502321,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",59,1u0l8zWpQeMYStFkc2mLD7
856,Somewhere Only We Know,Keane,Hopes And Fears,https://i.scdn.co/image/ab67616d0000b2737d6cd95a046a3c0dacbc7d33,2004-05-10,237146,False,75,https://p.scdn.co/mp3-preview/368d8aeca58fe638f73b7f743efe6e02ae349bc8?cid=d3c4d26f750f45daa2434a1585745291,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,4,2307719,"['neo mellow', 'piano rock', 'pop rock', 'rock']",71,1SKPmfSYaPsETbRHaiA18G
857,About You Now,Sugababes,Change,https://i.scdn.co/image/ab67616d0000b273f2e1b0b7e449d39a66d8033c,2007-01-01,212400,False,65,https://p.scdn.co/mp3-preview/716c998b8428ce50be275bb2c5651d4350d9b78b?cid=d3c4d26f750f45daa2434a1585745291,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,4,533665,"['bubblegum dance', 'dance pop', 'europop', 'girl group', 'pop', 'post-teen pop', 'urban contemporary']",62,1ctdfJSzp6qF2iDAVdDrfl
858,Better Together,Jack Johnson,In Between Dreams,https://i.scdn.co/image/ab67616d0000b273628dba01c669d89586967dc5,2005-01-01,207680,False,74,https://p.scdn.co/mp3-preview/de5b109326667c750b6b291932f84dd5ca182c35?cid=d3c4d26f750f45daa2434a1585745291,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,4,3228621,['neo mellow'],77,2iXdwVdzA0KrI2Q0iZNJbX
859,Pumped Up Kicks,Foster The People,Torches,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,2011-05-23,239600,False,83,https://p.scdn.co/mp3-preview/db83e69f4ef8a49f5b77e367f7031cc3bcc41b1a?cid=d3c4d26f750f45daa2434a1585745291,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,3262046,"['indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",75,7w87IxuO7BDcJ3YUqCyMTT
860,Unwritten,Natasha Bedingfield,Unwritten,https://i.scdn.co/image/ab67616d0000b2735c8872bc90197dd979e069fe,2004-09-06,259333,False,9,,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4,1287692,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",67,1D1nixOVWOxvNfWi0UD7VX
861,The Tide Is High - Radio Mix,Atomic Kitten,Atomic Kitten,https://i.scdn.co/image/ab67616d0000b27351dd08c353a4171da5f98d3a,2003-04-22,205360,False,62,https://p.scdn.co/mp3-preview/bb51e27649027e12bdccf692896c8fc7350039aa?cid=d3c4d26f750f45daa2434a1585745291,0.776,0.693,7,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996,4,324256,"['bubblegum dance', 'candy pop', 'dance pop', 'europop', 'girl group']",60,5WuVWOngcRkMOx9RRLCvui
862,Sex on Fire,Kings of Leon,Only By The Night,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8,2008-09-23,203346,False,80,https://p.scdn.co/mp3-preview/8cca3506fa42dd9cc51a761386d064b502d1a4c6?cid=d3c4d26f750f45daa2434a1585745291,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,4834097,"['modern rock', 'rock']",76,0ntQJM78wzOLVeCUAW7Y45
863,Fat Lip,Sum 41,"All Killer, No Filler",https://i.scdn.co/image/ab67616d0000b2739a482180e6a306229bff49dc,2001-01-01,178266,True,72,https://p.scdn.co/mp3-preview/d584808716f524c856c5f6db8672cf1cd6646997?cid=d3c4d26f750f45daa2434a1585745291,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,4,3185724,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk']",72,4KacUpvbA3Mfo05gttTjhN
864,Heartless,Kanye West,808s & Heartbreak,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,2008-11-24,211000,False,80,https://p.scdn.co/mp3-preview/80c2898cc15b0f8983d0763b4f68fece6aa151b2?cid=d3c4d26f750f45daa2434a1585745291,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,4,15130863,"['chicago rap', 'rap']",96,4EWCNWgDS8707fNSZ1oaA5
865,Grace Kelly,MIKA,Life In Cartoon Motion,https://i.scdn.co/image/ab67616d0000b2733408a925e0bcb7940f864a0e,2006-01-01,187733,False,70,https://p.scdn.co/mp3-preview/9a804a9d2f5b4fd4acee264e35ff8f557ea485f1?cid=d3c4d26f750f45daa2434a1585745291,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,4,1162636,"['dance pop', 'europop', 'pop']",69,2SDx0PooHZI1SQKR0y44bs
